Date,Open,High,Low,Close,Volume
2019-03-08,160.04,162.51,155.23,158.87,776474
2019-03-11,161.68,164.81,160.05,162.43,2058759
2019-03-12,161.97,165.28,157.88,161.58,3270975
2019-03-13,164.18,166.68,163.2,164.94,3821054
2019-03-14,163.68,167.94,161.95,164.95,3809058
2019-03-15,165.0,165.43,163.21,164.32,3651782
2019-03-18,163.18,165.71,160.98,163.35,887813
2019-03-19,167.56,167.93,164.82,166.37,1702210
2019-03-20,167.09,168.04,165.95,167.0,2631125
2019-03-21,166.66,168.42,166.72,167.57,792401
2019-03-22,166.88,168.94,165.1,167.02,2057964
2019-03-25,169.32,172.99,167.28,170.13,2314287
2019-03-26,170.87,172.24,167.45,169.85,4917965
2019-03-27,169.14,170.49,166.77,168.63,1954942
2019-03-28,164.66,169.18,160.98,165.08,5080584
2019-03-29,170.32,174.29,166.19,170.24,3872492
2019-04-01,171.91,172.73,170.15,171.44,3665864
2019-04-02,174.94,176.47,171.83,174.15,4319453
2019-04-03,168.73,172.93,166.82,169.87,4506492
2019-04-04,167.04,171.64,165.02,168.33,1528605
2019-04-05,168.42,171.55,167.38,169.46,2426287
2019-04-08,170.17,173.85,167.06,170.46,2910471
2019-04-09,171.5,172.87,170.3,171.59,4959983
2019-04-10,167.84,170.78,166.85,168.82,705129
2019-04-11,164.16,167.57,161.22,164.39,2787918
2019-04-12,163.14,166.16,160.44,163.3,1483848
2019-04-15,162.13,166.7,159.61,163.15,1433108
2019-04-16,158.39,158.28,156.41,157.34,4218051
2019-04-17,156.89,157.98,155.32,156.65,1421065
2019-04-18,152.95,154.14,152.31,153.22,4252281
2019-04-19,150.95,152.27,149.6,150.94,5123047
2019-04-22,154.39,155.63,154.06,154.85,4195438
2019-04-23,156.84,158.31,153.61,155.96,1282693
2019-04-24,154.65,156.87,152.06,154.46,1162846
2019-04-25,154.11,156.92,151.33,154.13,2477862
2019-04-26,156.99,157.95,153.99,155.97,3049966
2019-04-29,155.61,155.55,153.99,154.77,4064346
2019-04-30,153.02,155.07,149.45,152.26,2481387
2019-05-01,152.44,154.05,152.18,153.11,1265724
2019-05-02,153.11,157.4,150.53,153.97,5016606
2019-05-03,149.76,150.12,148.49,149.3,4855964
2019-05-06,152.65,155.11,150.35,152.73,3597827
2019-05-07,155.09,158.17,151.09,154.63,3718937
2019-05-08,156.0,157.9,152.79,155.35,4751740
2019-05-09,155.82,159.01,153.64,156.33,2669963
2019-05-10,159.38,162.91,156.95,159.93,1206107
2019-05-13,162.03,163.26,160.85,162.06,3311299
2019-05-14,163.48,167.11,161.04,164.08,2591219
2019-05-15,160.14,163.32,156.1,159.71,4322856
2019-05-16,163.55,166.89,158.92,162.91,4127985
2019-05-17,160.93,163.24,158.78,161.01,2683332
2019-05-20,158.28,159.59,155.84,157.71,2245455
2019-05-21,159.04,162.2,155.82,159.01,2438570
2019-05-22,160.01,162.0,156.94,159.47,3365290
2019-05-23,157.05,159.34,156.14,157.74,3440265
2019-05-24,157.47,158.2,155.55,156.87,2833719
2019-05-27,159.48,160.27,157.6,158.94,2968657
2019-05-28,152.5,155.24,150.9,153.07,5343991
2019-05-29,153.78,154.94,152.35,153.65,1654026
2019-05-30,152.67,152.63,150.99,151.81,1313418
2019-05-31,149.78,151.29,149.47,150.38,4174040
2019-06-03,153.15,156.18,148.98,152.58,4844570
2019-06-04,150.88,150.76,148.83,149.79,3359519
2019-06-05,153.23,153.33,151.36,152.34,2384234
2019-06-06,150.47,152.82,148.6,150.71,2113036
2019-06-07,151.96,153.2,150.19,151.7,2639836
2019-06-10,155.78,158.31,150.81,154.56,763334
2019-06-11,154.47,157.89,150.72,154.3,2888331
2019-06-12,153.59,156.57,152.52,154.55,1718543
2019-06-13,154.26,157.56,153.22,155.39,1712634
2019-06-14,152.71,153.91,150.11,152.01,3156212
2019-06-17,151.2,152.26,150.51,151.38,4876236
2019-06-18,151.72,153.99,150.68,152.33,1444150
2019-06-19,153.56,155.08,152.78,153.93,4697174
2019-06-20,154.65,155.1,152.93,154.01,2840322
2019-06-21,154.24,156.83,151.82,154.32,4897717
2019-06-24,153.25,153.42,151.29,152.36,2277282
2019-06-25,154.54,155.05,152.87,153.96,5090048
2019-06-26,154.47,155.55,151.07,153.31,3499236
2019-06-27,149.95,151.09,146.96,149.03,3716135
2019-06-28,151.59,153.37,151.01,152.19,3160566
2019-07-01,145.92,146.29,144.81,145.55,2763583
2019-07-02,143.29,145.68,143.12,144.4,2908650
2019-07-03,145.8,146.07,143.25,144.66,4343878
2019-07-04,145.48,149.11,142.97,146.04,4142459
2019-07-05,144.56,147.54,140.81,144.18,622827
2019-07-08,147.86,148.96,145.11,147.04,3766826
2019-07-09,146.79,149.53,145.66,147.59,4287042
2019-07-10,147.52,149.52,143.88,146.7,3895585
2019-07-11,144.51,148.2,143.09,145.65,2777245
2019-07-12,142.09,143.45,140.98,142.22,2106809
2019-07-15,141.68,142.76,140.73,141.74,3553057
2019-07-16,142.87,145.13,141.19,143.16,3555654
2019-07-17,143.98,146.12,141.44,143.78,2201988
2019-07-18,143.16,143.32,141.11,142.21,2379989
2019-07-19,140.76,142.68,139.61,141.15,2191371
2019-07-22,141.47,142.87,139.72,141.29,703958
2019-07-23,141.84,142.43,139.55,140.99,645496
2019-07-24,138.61,139.97,136.05,138.01,911588
2019-07-25,137.4,140.92,135.92,138.42,2421124
2019-07-26,138.91,140.03,135.84,137.93,2816488
2019-07-29,136.39,138.63,136.14,137.39,2356205
2019-07-30,135.26,136.03,134.12,135.07,4962633
2019-07-31,132.86,135.55,129.86,132.7,1565516
2019-08-01,132.55,133.87,130.02,131.94,2294430
2019-08-02,130.21,131.76,130.13,130.95,1637529
2019-08-05,131.31,133.33,130.65,131.99,1878042
2019-08-06,131.31,133.54,128.03,130.79,3186152
2019-08-07,126.96,130.23,125.12,127.68,1986890
2019-08-08,125.1,127.98,122.34,125.16,2007556
2019-08-09,126.89,128.57,124.26,126.42,3588731
2019-08-12,126.01,127.4,124.02,125.71,4283958
2019-08-13,125.88,128.18,124.76,126.47,1474059
2019-08-14,124.5,126.0,123.78,124.89,1026591
2019-08-15,125.13,126.43,121.96,124.19,1595252
2019-08-16,123.75,125.92,121.78,123.85,3116525
2019-08-19,120.13,121.99,120.03,121.01,5045129
2019-08-20,119.86,123.13,117.66,120.4,1232594
2019-08-21,122.08,123.91,120.88,122.39,715045
2019-08-22,127.02,126.77,125.25,126.01,3042223
2019-08-23,126.74,128.61,125.67,127.14,5047144
2019-08-26,128.41,132.29,126.49,129.39,3090479
2019-08-27,127.83,130.78,124.82,127.8,4776188
2019-08-28,124.24,126.93,123.23,125.08,3537866
2019-08-29,125.93,129.44,123.34,126.39,655530
2019-08-30,128.75,130.62,124.87,127.74,2474882
2019-09-02,128.84,131.18,125.66,128.42,4006858
2019-09-03,128.47,132.27,126.52,129.4,2834784
2019-09-04,128.49,130.22,126.97,128.6,1393655
2019-09-05,130.31,133.64,128.37,131.0,1362509
2019-09-06,129.84,132.79,128.47,130.63,3505804
2019-09-09,129.57,131.9,126.88,129.39,2633155
2019-09-10,129.05,130.14,127.93,129.03,3100459
2019-09-11,129.44,131.47,126.41,128.94,2181765
2019-09-12,130.84,133.16,126.88,130.02,2059314
2019-09-13,130.79,132.78,129.87,131.33,3567108
2019-09-16,129.94,132.26,125.88,129.07,553664
2019-09-17,127.13,128.69,125.49,127.09,2533067
2019-09-18,123.92,125.52,123.28,124.4,2261999
2019-09-19,126.5,126.72,124.89,125.8,4096585
2019-09-20,124.99,128.53,123.32,125.93,3785173
2019-09-23,126.35,128.26,124.2,126.23,2428573
2019-09-24,122.62,123.54,120.82,122.18,1793601
2019-09-25,118.47,120.93,116.85,118.89,1647472
2019-09-26,120.46,121.16,118.37,119.76,1471795
2019-09-27,118.79,120.96,117.62,119.29,1745301
2019-09-30,121.85,123.89,118.49,121.19,4045586
2019-10-01,121.13,124.19,119.71,121.95,712611
2019-10-02,122.43,125.59,120.61,123.1,629050
2019-10-03,121.92,124.19,120.12,122.16,2974787
2019-10-04,125.31,127.7,121.51,124.61,1564773
2019-10-07,124.26,126.2,123.75,124.97,4263818
2019-10-08,123.42,123.94,121.43,122.68,4029962
2019-10-09,114.52,115.81,114.23,115.02,4488935
2019-10-10,114.65,116.58,112.89,114.74,2569211
2019-10-11,112.62,114.84,110.94,112.89,2550998
2019-10-14,112.03,114.92,110.52,112.72,2422176
2019-10-15,113.6,114.11,111.47,112.79,1384298
2019-10-16,113.27,113.97,112.78,113.38,3084428
2019-10-17,111.79,113.42,109.48,111.45,4537310
2019-10-18,110.74,113.37,107.84,110.61,1680109
2019-10-21,111.07,112.28,109.86,111.07,761759
2019-10-22,109.71,110.46,108.56,109.51,3127732
2019-10-23,110.65,111.12,108.78,109.95,2315089
2019-10-24,110.36,111.5,108.52,110.01,4092800
2019-10-25,106.59,107.6,105.47,106.53,4639063
2019-10-28,106.32,107.34,104.81,106.07,4819213
2019-10-29,108.09,109.82,105.99,107.91,2346356
2019-10-30,107.86,109.26,106.69,107.97,4563636
2019-10-31,108.77,109.96,107.15,108.56,1041500
2019-11-01,110.26,111.0,109.72,110.36,2248530
2019-11-04,110.89,113.02,107.86,110.44,1699093
2019-11-05,112.02,112.65,109.73,111.19,4716955
2019-11-06,109.36,109.82,107.31,108.56,3354960
2019-11-07,110.58,110.76,109.28,110.02,2203060
2019-11-08,110.14,111.9,108.01,109.96,1185479
2019-11-11,110.53,112.54,107.63,110.09,4033018
2019-11-12,109.14,110.34,109.07,109.7,3471226
2019-11-13,111.35,112.27,110.5,111.39,4469244
2019-11-14,111.49,112.82,111.04,111.93,2495723
2019-11-15,108.0,110.72,107.01,108.86,1240775
2019-11-18,109.77,111.51,106.4,108.96,2008231
2019-11-19,108.14,108.99,106.04,107.52,3378474
2019-11-20,107.73,108.99,106.43,107.71,1589917
2019-11-21,110.58,113.27,108.76,111.01,866858
2019-11-22,109.73,111.56,107.22,109.39,4329497
2019-11-25,108.37,109.56,107.4,108.48,2935900
2019-11-26,107.57,107.93,106.17,107.05,2346275
2019-11-27,107.46,107.9,105.31,106.61,3012446
2019-11-28,106.13,108.57,104.21,106.39,3838665
2019-11-29,105.62,108.05,104.05,106.05,509322
2019-12-02,107.46,109.84,105.89,107.87,2565176
2019-12-03,105.33,108.31,103.74,106.02,1701181
2019-12-04,106.2,107.5,105.26,106.38,919545
2019-12-05,106.04,108.13,105.6,106.86,667847
2019-12-06,106.81,108.1,106.85,107.48,2510500
2019-12-09,108.0,110.82,105.97,108.39,2997801
2019-12-10,106.94,109.32,105.74,107.53,2829601
2019-12-11,111.28,112.09,109.66,110.87,4266101
2019-12-12,110.14,111.55,110.13,110.84,2561668
2019-12-13,113.42,114.95,110.56,112.76,3261795
2019-12-16,112.73,115.49,110.97,113.23,4208016
2019-12-17,114.67,117.51,113.28,115.39,3587168
2019-12-18,115.39,117.36,115.25,116.31,4671132
2019-12-19,117.49,119.81,114.37,117.09,1517224
2019-12-20,116.1,118.89,114.21,116.55,4077737
2019-12-23,120.03,122.19,117.83,120.01,3844884
2019-12-24,120.84,123.78,119.4,121.59,3203746
2019-12-25,122.48,124.34,118.73,121.53,517370
2019-12-26,120.86,124.46,118.73,121.59,2939364
2019-12-27,122.85,125.11,120.95,123.03,4465015
2019-12-30,122.88,123.82,120.57,122.2,3447099
2019-12-31,121.85,123.85,120.85,122.35,524264
2020-01-01,122.56,125.65,120.39,123.02,1814860
2020-01-02,120.04,121.59,117.31,119.45,3245260
2020-01-03,119.07,120.28,118.72,119.5,4156777
2020-01-06,117.77,119.65,117.79,118.72,2535007
2020-01-07,120.26,123.17,117.63,120.4,4477267
2020-01-08,117.99,121.61,116.22,118.91,4183200
2020-01-09,118.51,120.56,114.9,117.73,1736611
2020-01-10,116.51,117.82,114.67,116.24,1412571
2020-01-13,116.63,118.89,114.07,116.48,4580944
2020-01-14,116.25,119.33,114.29,116.81,3169221
2020-01-15,116.98,117.92,115.28,116.6,4334391
2020-01-16,115.83,116.42,114.59,115.51,4738054
2020-01-17,117.21,120.99,115.1,118.04,2513868
2020-01-20,118.45,118.4,117.08,117.74,709508
2020-01-21,120.27,122.15,118.08,120.12,4772541
2020-01-22,121.25,122.85,118.51,120.68,3155335
2020-01-23,120.51,123.22,118.71,120.97,1046861
2020-01-24,121.53,123.51,121.03,122.27,2945622
2020-01-27,124.2,126.2,121.39,123.8,641404
2020-01-28,139.97,140.61,138.01,139.31,2205859
2020-01-29,141.77,145.09,138.96,142.03,2144336
2020-01-30,142.16,144.59,141.91,143.25,2588121
2020-01-31,142.29,144.25,138.89,141.57,3116814
2020-02-03,140.37,143.95,138.12,141.04,4309501
2020-02-04,140.94,142.55,140.07,141.31,2089450
2020-02-05,139.38,140.45,137.73,139.09,3930364
2020-02-06,137.76,141.5,135.8,138.65,4769397
2020-02-07,137.58,139.46,137.6,138.53,3875108
2020-02-10,137.04,139.3,136.87,138.08,1656829
2020-02-11,141.72,142.77,138.8,140.79,3686101
2020-02-12,140.46,144.21,137.56,140.88,1767930
2020-02-13,140.21,142.12,137.58,139.85,2689828
2020-02-14,140.29,140.97,137.42,139.2,3388254
2020-02-17,141.58,144.67,137.73,141.2,1871193
2020-02-18,141.56,143.53,139.49,141.51,519629
2020-02-19,139.1,140.96,137.15,139.06,4417688
2020-02-20,136.12,138.19,134.58,136.39,3921822
2020-02-21,140.08,141.43,138.28,139.86,1106437
2020-02-24,137.47,138.04,134.9,136.47,2307781
2020-02-25,134.47,136.36,131.34,133.85,1743305
2020-02-26,134.48,135.43,133.86,134.65,4957967
2020-02-27,135.51,138.41,133.34,135.88,4823876
2020-02-28,137.43,137.82,135.36,136.59,3649213
2020-03-02,137.6,140.16,136.65,138.41,2548557
2020-03-03,142.57,142.91,140.66,141.78,769967
2020-03-04,139.46,142.26,137.76,140.01,1651961
2020-03-05,140.4,142.66,137.17,139.91,918035
2020-03-06,139.08,140.08,136.73,138.4,4141190
2020-03-09,137.45,138.64,136.36,137.5,908536
2020-03-10,134.28,136.23,133.66,134.95,3683233
2020-03-11,138.55,140.74,134.85,137.79,4984612
2020-03-12,139.15,140.89,138.0,139.45,1930474
2020-03-13,137.99,141.22,135.55,138.38,3633173
2020-03-16,136.31,137.87,134.71,136.29,4593034
2020-03-17,136.42,137.76,135.36,136.56,2433750
2020-03-18,138.16,140.45,135.07,137.76,2563709
2020-03-19,135.16,137.9,133.99,135.94,1439582
2020-03-20,136.04,136.94,135.41,136.18,2432081
2020-03-23,134.07,136.46,130.01,133.23,4627248
2020-03-24,132.92,134.98,132.85,133.92,3520661
2020-03-25,133.84,135.55,132.32,133.94,1407383
2020-03-26,134.58,135.94,132.53,134.23,2882104
2020-03-27,134.92,136.07,132.1,134.09,3688111
2020-03-30,135.62,138.22,132.61,135.41,864684
2020-03-31,137.04,137.03,135.63,136.33,3987739
2020-04-01,139.36,143.29,136.67,139.98,1478946
2020-04-02,135.17,137.92,133.06,135.49,1946911
2020-04-03,137.11,139.42,132.88,136.15,2396459
2020-04-06,139.02,141.12,135.22,138.17,2853080
2020-04-07,133.7,136.72,130.43,133.58,4939644
2020-04-08,132.25,134.56,130.05,132.31,1532363
2020-04-09,128.0,129.66,126.55,128.1,1759673
2020-04-10,122.47,125.05,121.64,123.34,2375293
2020-04-13,123.53,124.99,120.53,122.76,4399494
2020-04-14,124.26,125.31,121.96,123.64,4911908
2020-04-15,124.36,126.89,122.0,124.45,2578434
2020-04-16,122.96,124.24,122.55,123.39,3680874
2020-04-17,125.01,128.03,122.62,125.32,4770188
2020-04-20,126.02,127.94,125.63,126.79,4409167
2020-04-21,127.87,130.46,124.37,127.41,3600835
2020-04-22,128.91,129.84,127.75,128.79,2995504
2020-04-23,129.29,130.82,128.85,129.84,5008872
2020-04-24,139.03,141.7,135.81,138.75,1778184
2020-04-27,139.66,141.56,135.63,138.6,2137303
2020-04-28,138.6,142.2,136.68,139.44,3752882
2020-04-29,138.26,141.71,135.01,138.36,603332
2020-04-30,140.48,141.95,139.03,140.49,2836266
2020-05-01,140.72,144.53,138.43,141.48,4405565
2020-05-04,143.99,145.65,142.18,143.91,1339682
2020-05-05,140.19,142.15,137.75,139.95,4347046
2020-05-06,139.68,142.4,138.49,140.45,2372644
2020-05-07,133.47,134.9,133.53,134.21,4778557
2020-05-08,135.25,136.7,132.27,134.49,3370378
2020-05-11,132.22,135.27,129.98,132.62,1241176
2020-05-12,133.94,134.79,132.52,133.66,3868050
2020-05-13,133.6,136.48,130.18,133.33,756441
2020-05-14,133.42,134.77,130.63,132.7,1609639
2020-05-15,134.73,135.36,133.06,134.21,4599331
2020-05-18,136.05,137.74,132.89,135.32,4514424
2020-05-19,138.16,139.1,136.66,137.88,734862
2020-05-20,139.92,140.92,139.16,140.04,2276027
2020-05-21,139.43,142.28,137.05,139.66,928537
2020-05-22,137.6,138.87,136.88,137.87,1764828
2020-05-25,139.28,140.46,138.47,139.46,4964411
2020-05-26,135.53,139.04,133.64,136.34,1441132
2020-05-27,130.9,131.85,130.25,131.05,3659844
2020-05-28,131.55,134.58,128.99,131.79,4164443
2020-05-29,131.43,135.18,129.64,132.41,4506711
2020-06-01,130.72,132.22,130.17,131.19,2132625
2020-06-02,130.97,132.45,128.44,130.44,3677933
2020-06-03,130.86,131.6,129.79,130.69,2685655
2020-06-04,129.75,131.4,126.84,129.12,1006961
2020-06-05,129.36,130.08,128.46,129.27,1506083
2020-06-08,126.08,128.36,122.37,125.37,4107188
2020-06-09,121.37,121.9,119.69,120.8,3859061
2020-06-10,117.33,120.29,115.89,118.09,2975325
2020-06-11,120.07,120.06,118.26,119.16,4086832
2020-06-12,116.9,118.9,116.73,117.82,3693087
2020-06-15,118.35,119.83,116.51,118.17,2039561
2020-06-16,116.95,118.32,114.49,116.41,1877981
2020-06-17,114.3,117.47,111.74,114.6,4902389
2020-06-18,113.84,114.29,113.03,113.66,4954224
2020-06-19,114.27,115.1,113.95,114.52,647356
2020-06-22,114.0,116.18,113.43,114.8,4078272
2020-06-23,110.59,112.84,110.09,111.46,1164118
2020-06-24,113.11,116.43,111.27,113.85,4558964
2020-06-25,119.13,122.69,117.11,119.9,3467341
2020-06-26,122.06,124.6,119.09,121.84,3709736
2020-06-29,123.07,123.98,122.05,123.02,3726162
2020-06-30,120.88,122.56,119.36,120.96,3331590
2020-07-01,118.14,120.12,115.43,117.77,1716228
2020-07-02,118.49,120.75,118.06,119.41,4245483
2020-07-03,118.57,121.18,116.84,119.01,3013359
2020-07-06,120.35,120.98,118.65,119.82,2992489
2020-07-07,119.89,120.47,117.74,119.1,1955841
2020-07-08,120.64,123.44,118.08,120.76,560118
2020-07-09,120.27,122.3,119.87,121.08,3009486
2020-07-10,120.37,122.71,116.89,119.8,2096889
2020-07-13,117.28,117.86,115.27,116.56,3659495
2020-07-14,116.41,117.21,115.93,116.57,2140464
2020-07-15,118.16,119.85,117.45,118.65,5048859
2020-07-16,117.48,119.34,117.35,118.34,3582330
2020-07-17,115.16,116.74,113.26,115.0,2699182
2020-07-20,114.76,114.84,113.19,114.01,3750407
2020-07-21,112.74,114.38,110.45,112.42,3514159
2020-07-22,112.62,115.49,110.4,112.95,3323396
2020-07-23,115.75,116.9,114.07,115.48,3237532
2020-07-24,119.26,119.62,117.64,118.63,4942389
2020-07-27,117.75,119.32,116.26,117.79,1956517
2020-07-28,118.58,120.43,115.54,117.98,2453448
2020-07-29,114.12,116.25,112.4,114.32,1743675
2020-07-30,114.16,115.24,113.63,114.43,3068718
2020-07-31,116.82,118.5,114.83,116.66,5134549
2020-08-03,118.96,120.73,117.31,119.02,3366027
2020-08-04,119.91,120.38,117.63,119.01,1431283
2020-08-05,121.14,121.98,120.24,121.11,4808137
2020-08-06,121.93,125.16,119.14,122.15,4125577
2020-08-07,122.08,123.33,121.25,122.29,2486198
2020-08-10,120.93,121.91,119.77,120.84,1187470
2020-08-11,119.79,121.02,119.12,120.07,2341535
2020-08-12,117.14,118.64,114.81,116.73,4355731
2020-08-13,114.49,116.3,113.12,114.71,3206002
2020-08-14,113.31,114.65,112.39,113.52,1363719
2020-08-17,112.6,113.92,110.87,112.39,1237824
2020-08-18,112.31,115.19,111.01,113.1,4913015
2020-08-19,113.94,114.87,112.45,113.66,2537117
2020-08-20,112.16,114.77,109.54,112.15,3683212
2020-08-21,113.01,114.35,111.84,113.1,2158329
2020-08-24,114.77,115.4,113.35,114.37,925729
2020-08-25,112.89,115.13,109.71,112.42,2435408
2020-08-26,112.41,114.16,109.42,111.79,3660269
2020-08-27,109.81,111.33,108.72,110.03,2064067
2020-08-28,110.09,112.81,107.99,110.4,3238050
2020-08-31,112.52,113.86,110.41,112.13,2547779
2020-09-01,113.33,114.53,111.83,113.18,2056354
2020-09-02,112.53,114.74,109.85,112.3,1673537
2020-09-03,113.99,116.17,111.61,113.89,1720177
2020-09-04,116.23,116.99,114.46,115.72,1702988
2020-09-07,115.27,117.83,113.86,115.85,3742467
2020-09-08,115.65,116.98,114.12,115.55,2028490
2020-09-09,112.84,114.03,112.89,113.46,3977107
2020-09-10,112.74,115.65,110.18,112.91,1918311
2020-09-11,114.26,115.78,112.14,113.96,2008694
2020-09-14,113.2,115.13,111.29,113.21,4720782
2020-09-15,111.99,114.11,110.3,112.2,4522831
2020-09-16,115.55,116.69,113.01,114.85,2409216
2020-09-17,113.32,114.04,111.6,112.82,1771032
2020-09-18,111.1,113.77,108.34,111.05,3838853
2020-09-21,110.4,111.52,107.7,109.61,835841
2020-09-22,108.68,110.81,106.8,108.81,2591775
2020-09-23,111.25,112.3,109.18,110.74,3311084
2020-09-24,108.32,110.07,107.73,108.9,3660439
2020-09-25,104.47,105.49,104.17,104.83,1058110
2020-09-28,106.42,107.98,105.42,106.7,531455
2020-09-29,103.16,104.7,102.93,103.82,1841870
2020-09-30,100.87,102.71,99.03,100.87,1097096
2020-10-01,99.54,102.29,97.78,100.03,2828916
2020-10-02,99.82,100.7,98.5,99.6,4677877
2020-10-05,99.79,101.46,99.12,100.29,1813156
2020-10-06,97.14,99.53,95.93,97.73,2674835
2020-10-07,98.72,98.77,97.21,97.99,1475186
2020-10-08,98.93,101.01,96.35,98.68,707690
2020-10-09,101.06,101.59,99.13,100.36,3786911
2020-10-12,101.54,102.27,100.84,101.55,1692655
2020-10-13,101.9,103.54,101.8,102.67,3025925
2020-10-14,103.62,105.95,101.05,103.5,3631173
2020-10-15,105.61,106.56,104.46,105.51,4442000
2020-10-16,105.92,108.7,104.8,106.75,1366092
2020-10-19,107.43,107.68,105.95,106.82,3119476
2020-10-20,106.06,106.8,104.92,105.86,4681617
2020-10-21,106.99,108.98,104.16,106.57,2711183
2020-10-22,107.15,108.01,106.31,107.16,690305
2020-10-23,109.58,109.96,108.78,109.37,1743362
2020-10-26,108.64,110.7,107.42,109.06,4099597
2020-10-27,111.3,112.92,108.0,110.46,4167485
2020-10-28,108.66,110.09,107.58,108.83,1972598
2020-10-29,110.65,112.09,110.41,111.25,1446241
2020-10-30,109.68,113.18,107.74,110.46,1838979
2020-11-02,108.94,110.72,106.69,108.71,1641362
2020-11-03,111.22,112.8,107.94,110.37,3949705
2020-11-04,110.66,112.17,107.76,109.97,4318383
2020-11-05,109.64,111.36,107.21,109.29,718513
2020-11-06,111.15,111.68,108.88,110.28,3904492
2020-11-09,110.75,111.63,109.09,110.36,3891536
2020-11-10,108.98,111.37,107.14,109.26,3323624
2020-11-11,111.16,113.13,108.84,110.98,4558421
2020-11-12,109.73,113.12,107.82,110.47,681408
2020-11-13,106.66,108.89,105.38,107.13,3876340
2020-11-16,106.01,107.3,104.99,106.15,1092609
2020-11-17,102.72,104.74,101.68,103.21,4794623
2020-11-18,101.78,102.79,99.3,101.04,2867699
2020-11-19,100.73,101.29,98.58,99.94,929003
2020-11-20,97.75,100.0,95.92,97.96,4014685
2020-11-23,97.0,98.29,95.06,96.67,3974087
2020-11-24,96.66,97.31,96.3,96.8,2595383
2020-11-25,96.63,98.79,95.6,97.19,1912079
2020-11-26,96.5,98.46,95.04,96.75,583093
2020-11-27,95.94,98.59,94.1,96.35,4624210
2020-11-30,96.48,98.03,95.47,96.75,1340280
2020-12-01,96.0,98.03,94.85,96.44,4319579
2020-12-02,94.03,95.99,93.24,94.62,3270973
2020-12-03,96.4,98.35,95.33,96.84,3747909
2020-12-04,97.55,97.54,96.3,96.92,3630003
2020-12-07,96.58,99.45,94.99,97.22,4388351
2020-12-08,97.5,100.05,95.51,97.78,657844
2020-12-09,97.98,99.5,96.37,97.93,4976082
2020-12-10,97.08,98.87,95.73,97.3,704016
2020-12-11,97.99,98.56,97.36,97.96,5063160
2020-12-14,97.16,99.54,96.22,97.88,1678849
2020-12-15,96.39,97.46,94.85,96.16,4460201
2020-12-16,96.54,98.29,94.59,96.44,880841
2020-12-17,97.43,97.73,96.57,97.15,2612007
2020-12-18,97.21,98.97,95.24,97.1,2941620
2020-12-21,93.51,94.61,92.6,93.61,5152824
2020-12-22,92.8,94.7,91.35,93.02,1069916
2020-12-23,93.59,95.65,92.35,94.0,677994
2020-12-24,94.42,95.32,93.52,94.42,3446941
2020-12-25,92.79,94.79,92.21,93.5,735737
